id,created_at,suhu,kelembapan,cahaya,kondisi
72,2026-04-13 07:25:56.737475+00,36.4,49.8,22,TERANG
73,2026-04-13 07:30:57.312366+00,36.4,49.6,13,TERANG
74,2026-04-13 07:35:57.649288+00,37.9,46.6,0,TERANG
75,2026-04-13 07:40:57.958423+00,43.3,36.2,0,TERANG
76,2026-04-13 07:45:58.273436+00,44.3,33.8,0,TERANG
77,2026-04-13 07:50:58.62786+00,44.1,33.8,0,TERANG
78,2026-04-13 07:55:59.010379+00,44.5,32.5,0,TERANG
79,2026-04-13 08:00:59.310139+00,45,31.7,0,TERANG
80,2026-04-13 08:05:59.703866+00,45.5,30.8,0,TERANG
81,2026-04-13 08:11:01.790543+00,45.4,30.5,0,TERANG
82,2026-04-13 08:16:02.572332+00,44.9,31.4,0,TERANG
83,2026-04-13 08:21:02.733785+00,45.2,31.3,0,TERANG
84,2026-04-13 08:26:03.100179+00,43.7,33.4,0,TERANG
85,2026-04-13 08:31:03.322619+00,44.6,31.9,0,TERANG
86,2026-04-13 08:36:03.673037+00,44.3,32.6,0,TERANG
87,2026-04-13 08:41:03.894826+00,44,33.6,6,TERANG
88,2026-04-13 08:46:04.207114+00,40.2,39.5,112,TERANG
89,2026-04-13 08:51:04.467516+00,36.5,49.2,95,TERANG
90,2026-04-13 09:01:13.19415+00,41.3,40.1,14,TERANG
91,2026-04-13 09:06:15.094668+00,39.4,43.1,3,TERANG
92,2026-04-13 09:11:15.513573+00,38.5,45.3,40,TERANG
93,2026-04-13 09:16:15.776427+00,39.9,42.8,17,TERANG
94,2026-04-13 09:21:16.008695+00,37,48.6,150,TERANG
95,2026-04-13 09:26:16.343455+00,34.4,55.2,294,TERANG
96,2026-04-13 09:31:16.928097+00,33.7,57.5,317,TERANG
97,2026-04-13 09:36:17.341381+00,33.3,58.8,332,TERANG
98,2026-04-13 09:41:17.765349+00,33.2,59.7,353,TERANG
99,2026-04-13 09:46:17.995167+00,32.9,61.7,363,TERANG
100,2026-04-13 09:51:19.006283+00,33,61.7,380,TERANG
101,2026-04-13 10:01:27.787416+00,32.3,65.9,683,TERANG
102,2026-04-13 10:06:28.213497+00,32,67,726,TERANG
103,2026-04-13 10:11:28.637048+00,31.8,67.3,776,TERANG
104,2026-04-13 10:16:29.922825+00,31.7,67.1,820,TERANG
105,2026-04-13 10:21:30.38814+00,31.3,67.7,915,TERANG
106,2026-04-13 10:26:30.599387+00,31.5,67.7,1157,TERANG
107,2026-04-13 10:31:31.046338+00,31.3,68.2,1518,TERANG
108,2026-04-13 10:36:32.727485+00,31.3,68.5,2017,TERANG
109,2026-04-13 10:41:33.924914+00,31.2,70,2634,GELAP
110,2026-04-13 10:46:34.23469+00,31.2,70.9,3357,GELAP
111,2026-04-13 10:51:34.609001+00,30.6,73.3,4056,GELAP
112,2026-04-13 11:06:43.621675+00,29.6,80,4095,GELAP
113,2026-04-13 11:11:44.027995+00,29.3,80.8,4095,GELAP
114,2026-04-13 11:16:45.016297+00,29.3,82.3,4095,GELAP
115,2026-04-13 11:21:45.33253+00,29.3,82.8,4095,GELAP
116,2026-04-13 11:26:45.976217+00,29.2,83.9,4095,GELAP
117,2026-04-13 11:31:48.905597+00,29,84,4095,GELAP
118,2026-04-13 11:36:49.240676+00,28.9,84.4,4095,GELAP
119,2026-04-13 11:41:49.656392+00,28.9,85.7,4095,GELAP
120,2026-04-13 11:47:07.506235+00,28.9,86.6,4095,GELAP
121,2026-04-13 11:57:12.903207+00,28.9,87.5,4095,GELAP
122,2026-04-13 12:02:20.15659+00,28.9,86.6,4095,GELAP
123,2026-04-13 12:12:24.936039+00,28.7,88,4095,GELAP
124,2026-04-13 12:17:26.146918+00,28.5,88.6,4095,GELAP
125,2026-04-13 12:22:26.788366+00,28.5,89.5,4095,GELAP
126,2026-04-13 12:27:27.641582+00,28.4,90.9,4095,GELAP
127,2026-04-13 12:37:34.631514+00,28,91.9,4095,GELAP
128,2026-04-13 12:52:44.367263+00,28,92.9,4095,GELAP
129,2026-04-13 12:57:45.024369+00,27.9,93.3,4095,GELAP
130,2026-04-13 13:02:46.070601+00,28,93.5,4095,GELAP
131,2026-04-13 13:07:50.249127+00,28,93.4,4095,GELAP
132,2026-04-13 13:12:51.436268+00,28,92.8,4095,GELAP
133,2026-04-13 13:17:51.920482+00,28,92,4095,GELAP
134,2026-04-13 13:22:52.850526+00,28,92,4095,GELAP
135,2026-04-13 13:27:54.026129+00,28,89.7,4095,GELAP
136,2026-04-13 13:32:58.020887+00,28.3,82.5,4095,GELAP
137,2026-04-13 13:37:59.125868+00,28.5,82.1,4095,GELAP
138,2026-04-13 13:43:02.215637+00,28,84.3,4095,GELAP
139,2026-04-13 13:48:02.677107+00,28,84.7,4095,GELAP
140,2026-04-13 13:53:03.755792+00,28,85,4095,GELAP
141,2026-04-13 13:58:04.458911+00,28,84,4095,GELAP
142,2026-04-13 14:03:05.821127+00,28,84.5,4095,GELAP
143,2026-04-13 14:08:06.425665+00,27.7,86.8,4095,GELAP
144,2026-04-13 14:13:06.689582+00,27.6,87.7,4095,GELAP
145,2026-04-13 14:18:07.583376+00,27.6,87.9,4095,GELAP
146,2026-04-13 14:33:29.344848+00,27.8,87,4095,GELAP
147,2026-04-13 14:38:29.840041+00,27.8,86.8,4095,GELAP
148,2026-04-13 14:43:30.622265+00,28,85.7,4095,GELAP
149,2026-04-14 06:09:14.893051+00,35.6,53.9,81,TERANG
150,2026-04-14 06:14:16.980522+00,35.6,53,119,TERANG
151,2026-04-14 06:19:17.558646+00,35.3,53.8,85,TERANG
152,2026-04-14 06:24:18.934644+00,36.4,53.1,49,TERANG
153,2026-04-14 06:29:19.397572+00,36.5,51.1,45,TERANG
154,2026-04-14 06:34:19.794848+00,36.7,52.1,46,TERANG
155,2026-04-14 06:39:20.616241+00,35.7,53.6,121,TERANG
156,2026-04-14 06:44:21.027564+00,36.5,53.4,32,TERANG
157,2026-04-14 06:49:21.267329+00,37.3,51.2,60,TERANG
158,2026-04-14 06:54:21.575482+00,35.7,52.5,143,TERANG
159,2026-04-14 06:59:21.934959+00,36.3,52.4,57,TERANG
160,2026-04-14 07:04:22.079344+00,35.7,52.8,114,TERANG
161,2026-04-14 07:09:22.515391+00,36.6,52,49,TERANG
162,2026-04-14 07:14:22.865505+00,35.7,53.2,210,TERANG
163,2026-04-14 07:19:23.209875+00,35.3,54.2,195,TERANG
164,2026-04-14 07:24:23.700714+00,34.8,55.5,191,TERANG
165,2026-04-14 07:29:24.442756+00,34.4,56.3,205,TERANG
166,2026-04-14 07:34:25.315615+00,35.8,53.4,126,TERANG
167,2026-04-14 07:39:26.466659+00,41.9,41.2,24,TERANG
168,2026-04-14 07:44:30.500743+00,36.7,50.2,307,TERANG
169,2026-04-14 07:49:30.657445+00,34.4,56.5,307,TERANG
170,2026-04-14 07:54:30.934157+00,34.9,55.4,198,TERANG
171,2026-04-14 07:59:31.278888+00,39.2,45.8,90,TERANG
172,2026-04-14 08:04:33.241294+00,35.6,51.7,425,TERANG
173,2026-04-14 08:09:33.743596+00,33.7,57.3,589,TERANG
174,2026-04-14 08:14:39.711695+00,33.3,59.1,690,TERANG
175,2026-04-14 08:19:40.259522+00,33.3,60.1,703,TERANG
176,2026-04-14 08:24:41.213012+00,33.3,59.5,626,TERANG
177,2026-04-14 08:29:41.407744+00,33.4,59,456,TERANG
178,2026-04-14 08:34:43.017125+00,33.4,60.9,420,TERANG
179,2026-04-14 08:39:44.388863+00,32.7,66.6,637,TERANG
180,2026-04-14 08:44:44.809599+00,32.1,68,624,TERANG
181,2026-04-14 08:49:45.044926+00,32.4,67.6,510,TERANG
182,2026-04-14 08:54:45.325163+00,32.7,66.9,649,TERANG
183,2026-04-14 08:59:45.891061+00,32.1,68.3,638,TERANG
184,2026-04-14 09:04:46.214528+00,31.4,72.5,954,TERANG
185,2026-04-14 09:09:46.532395+00,29.6,86.7,1148,TERANG
186,2026-04-14 09:14:48.28862+00,27.4,95.1,1306,TERANG
187,2026-04-14 09:19:48.616376+00,26.1,97.1,1000,TERANG
188,2026-04-14 09:24:49.0551+00,26.3,98,980,TERANG
189,2026-04-14 09:29:56.012226+00,25.2,94.9,1394,TERANG
190,2026-04-14 09:45:03.522654+00,25.6,98,1659,TERANG
191,2026-04-14 09:55:09.180456+00,25.6,98,1873,TERANG
192,2026-04-14 10:00:09.882206+00,25.4,98,1878,TERANG
193,2026-04-14 10:05:10.236609+00,25.6,98,1827,TERANG
194,2026-04-14 10:10:10.451406+00,25.8,98,1919,TERANG
195,2026-04-14 10:15:10.910632+00,25.8,98,2144,TERANG
196,2026-04-14 10:25:14.353774+00,25.8,94.8,2787,GELAP
197,2026-04-14 10:30:14.831582+00,25.8,95.7,3646,GELAP
198,2026-04-14 10:35:15.202184+00,25.8,96,3555,GELAP
199,2026-04-14 10:40:15.454069+00,25.8,96.3,4048,GELAP
200,2026-04-14 10:45:17.213069+00,25.8,97.4,4095,GELAP
201,2026-04-14 10:50:17.575275+00,25.8,96.7,4095,GELAP
202,2026-04-14 10:55:18.059489+00,25.8,96.9,4095,GELAP
203,2026-04-14 11:00:20.212085+00,25.8,97.8,4095,GELAP
204,2026-04-14 11:05:21.891759+00,25.9,96.4,4095,GELAP
205,2026-04-14 11:10:22.540647+00,25.8,96.6,4095,GELAP
206,2026-04-14 11:15:22.87604+00,25.8,97.9,4095,GELAP
207,2026-04-14 11:20:23.246289+00,25.8,98,4095,GELAP
208,2026-04-14 11:25:23.584512+00,25.8,98,4095,GELAP
209,2026-04-14 11:30:23.81567+00,25.8,98,4093,GELAP
210,2026-04-14 11:35:24.162594+00,25.9,98,4095,GELAP
211,2026-04-14 11:40:24.459145+00,25.8,98,4095,GELAP
212,2026-04-14 11:45:24.679356+00,25.8,98,4095,GELAP
213,2026-04-14 11:50:24.920228+00,25.8,98,4095,GELAP
214,2026-04-14 11:55:25.986336+00,25.8,98,4095,GELAP
215,2026-04-14 12:00:34.010478+00,26.1,98,4095,GELAP
216,2026-04-14 12:05:35.042387+00,26.1,98,4095,GELAP
217,2026-04-14 12:15:39.629706+00,26.6,97.4,4095,GELAP
218,2026-04-14 12:20:43.033214+00,26.7,96.2,4095,GELAP
219,2026-04-14 12:25:43.583233+00,26.3,97.7,4095,GELAP
220,2026-04-14 12:30:44.81224+00,26.2,98,4095,GELAP
221,2026-04-14 12:35:52.931612+00,26.2,98,4095,GELAP
222,2026-04-14 12:40:53.297374+00,26.2,98,4095,GELAP
223,2026-04-14 12:45:53.588431+00,26.2,98,4095,GELAP
224,2026-04-14 12:50:54.91052+00,26.2,98,4095,GELAP
225,2026-04-14 12:55:55.306981+00,26.2,98,4095,GELAP
226,2026-04-14 13:00:55.560633+00,26.2,98,4095,GELAP
227,2026-04-14 13:05:55.995276+00,26.2,98,4095,GELAP
228,2026-04-14 13:10:56.453339+00,26.2,98,4095,GELAP
229,2026-04-14 13:15:58.185332+00,26.2,98,4095,GELAP
230,2026-04-14 13:20:58.472068+00,26.2,98,4095,GELAP
231,2026-04-14 13:26:00.57584+00,26.5,98,4095,GELAP
232,2026-04-14 13:31:01.038357+00,26,98,4095,GELAP
233,2026-04-14 13:36:01.981272+00,25.3,98,4095,GELAP
234,2026-04-14 13:41:02.340788+00,25.3,98,4095,GELAP
235,2026-04-14 13:46:06.124537+00,25.6,98,4095,GELAP
236,2026-04-14 13:51:06.751078+00,25.6,98,4095,GELAP
237,2026-04-14 13:56:07.252607+00,25.5,98,4095,GELAP
238,2026-04-14 14:01:07.628796+00,25.7,98,4088,GELAP
239,2026-04-14 14:06:07.872007+00,25.4,98,4095,GELAP
240,2026-04-14 14:11:08.043983+00,25.4,97.7,4095,GELAP
241,2026-04-14 14:16:08.363554+00,25,98,4095,GELAP
242,2026-04-14 14:21:09.720976+00,25.3,98,4095,GELAP
243,2026-04-14 14:26:10.063092+00,25,98,4095,GELAP
244,2026-04-14 14:31:12.176105+00,25.2,98,4095,GELAP
245,2026-04-14 14:36:13.478187+00,25.1,98,4095,GELAP
246,2026-04-14 14:41:13.754311+00,24.8,98,4095,GELAP
247,2026-04-14 14:46:14.289272+00,24.8,98,4095,GELAP
248,2026-04-14 14:51:14.568003+00,24.7,98,4095,GELAP
249,2026-04-14 14:56:15.954588+00,24.7,98,4095,GELAP
250,2026-04-14 15:01:18.278437+00,24.8,98,4095,GELAP
251,2026-04-14 15:06:18.819054+00,24.7,98,4095,GELAP
252,2026-04-14 15:11:21.152066+00,24.5,98,4095,GELAP
253,2026-04-14 15:16:21.432288+00,24.5,98,4095,GELAP
254,2026-04-14 15:21:21.662673+00,24.5,98,4095,GELAP
255,2026-04-14 15:26:23.962603+00,24.5,98,4095,GELAP
256,2026-04-14 15:31:24.442252+00,24.5,98,4095,GELAP
257,2026-04-14 15:36:27.520494+00,24.5,98,4095,GELAP
258,2026-04-14 15:41:29.110699+00,24.5,98,4095,GELAP
259,2026-04-14 15:46:31.627962+00,24.5,98,4095,GELAP
260,2026-04-14 15:51:31.833365+00,24.5,98,4095,GELAP
261,2026-04-14 15:56:32.409462+00,24.5,98,4095,GELAP
262,2026-04-14 16:01:35.071468+00,24.5,98,4095,GELAP
263,2026-04-14 16:06:40.910033+00,24.5,98,4095,GELAP
264,2026-04-14 16:11:41.071998+00,24.7,98,4095,GELAP
265,2026-04-14 16:16:41.862837+00,24.7,98,4095,GELAP
266,2026-04-14 16:21:42.18939+00,24.7,98,4095,GELAP
267,2026-04-14 16:26:43.92367+00,24.8,98,4095,GELAP
268,2026-04-14 16:31:44.707845+00,24.8,98,4095,GELAP
269,2026-04-14 16:36:44.924226+00,24.8,98,4095,GELAP
270,2026-04-14 16:41:45.135689+00,24.8,98,4095,GELAP
271,2026-04-14 16:46:45.520562+00,24.8,98,4095,GELAP
272,2026-04-14 16:51:47.24983+00,24.8,98,4095,GELAP
273,2026-04-14 16:56:48.95465+00,24.6,98,4095,GELAP
274,2026-04-14 17:01:49.11655+00,24.5,98,4095,GELAP
275,2026-04-14 17:06:49.383038+00,24.5,98,4095,GELAP
276,2026-04-14 17:11:49.618311+00,24.7,98,4095,GELAP
277,2026-04-14 17:16:49.98047+00,24.8,98,4095,GELAP
278,2026-04-14 17:21:50.456577+00,24.5,98,4095,GELAP
279,2026-04-14 17:26:50.793459+00,24.5,98,4095,GELAP
280,2026-04-14 17:31:51.230118+00,24.5,98,4095,GELAP
281,2026-04-14 17:36:51.43219+00,24.5,98,4095,GELAP
282,2026-04-14 17:41:51.551126+00,24.5,98,4095,GELAP
283,2026-04-14 17:46:51.871234+00,24.5,98,4095,GELAP
284,2026-04-14 17:51:52.036534+00,24.5,98,4095,GELAP
285,2026-04-14 17:56:52.278112+00,24.5,98,4095,GELAP
286,2026-04-14 18:01:52.632524+00,24.5,98,4095,GELAP
287,2026-04-14 18:06:52.953451+00,24.5,98,4095,GELAP
288,2026-04-14 18:11:53.091479+00,24.5,98,4095,GELAP
289,2026-04-14 18:16:53.382875+00,24.5,98,4095,GELAP
290,2026-04-14 18:21:55.403843+00,24.5,98,4095,GELAP
291,2026-04-14 18:27:05.332542+00,24.5,98,4095,GELAP
292,2026-04-14 18:32:05.574299+00,24.5,98,4095,GELAP
293,2026-04-14 18:37:11.229623+00,24.5,98,4095,GELAP
294,2026-04-14 18:47:22.702449+00,24.5,98,4095,GELAP
295,2026-04-14 18:52:23.037054+00,24.5,98,4095,GELAP
296,2026-04-14 18:57:24.074737+00,24.5,98,4095,GELAP
297,2026-04-14 19:02:24.566561+00,24.5,98,4095,GELAP
298,2026-04-14 19:07:25.927192+00,24.5,98,4095,GELAP
299,2026-04-14 19:12:26.411822+00,24.5,98,4095,GELAP
300,2026-04-14 19:17:26.889115+00,24.5,98,4095,GELAP
301,2026-04-14 19:22:27.104265+00,24.5,98,4095,GELAP
302,2026-04-14 19:27:27.737854+00,24.5,98,4095,GELAP
303,2026-04-14 19:32:28.724157+00,24.5,98,4095,GELAP
304,2026-04-14 19:42:34.18575+00,24.5,98,4095,GELAP
305,2026-04-14 19:47:34.458623+00,24.5,98,4095,GELAP
306,2026-04-14 19:57:41.279146+00,24.5,98,4095,GELAP
307,2026-04-14 20:02:41.694548+00,24.5,98,4095,GELAP
308,2026-04-14 20:07:43.910841+00,24.5,98,4095,GELAP
309,2026-04-14 20:12:44.27587+00,24.5,98,4095,GELAP
310,2026-04-14 20:17:44.63531+00,24.5,98,4095,GELAP
311,2026-04-14 20:22:45.89717+00,24.5,98,4095,GELAP
312,2026-04-14 20:27:46.17567+00,24.6,98,4095,GELAP
313,2026-04-14 20:32:46.409435+00,24.6,98,4095,GELAP
314,2026-04-14 20:37:46.644996+00,24.5,98,4095,GELAP
315,2026-04-14 20:42:46.936294+00,24.6,98,4095,GELAP
316,2026-04-14 20:47:47.397932+00,24.5,98,4095,GELAP
317,2026-04-14 20:52:47.836666+00,24.5,98,4095,GELAP
318,2026-04-14 20:57:48.080616+00,24.5,98,4095,GELAP
319,2026-04-14 21:02:48.557233+00,24.5,98,4095,GELAP
320,2026-04-14 21:07:48.892347+00,24.5,98,4095,GELAP
321,2026-04-14 21:12:49.173098+00,24.5,98,4095,GELAP
322,2026-04-14 21:17:50.276046+00,24.5,98,4095,GELAP
323,2026-04-14 21:22:50.721994+00,24.5,98,4095,GELAP
324,2026-04-14 21:27:50.965684+00,24.5,98,4095,GELAP
325,2026-04-14 21:32:51.272478+00,24.5,98,4095,GELAP
326,2026-04-14 21:37:51.463178+00,24.5,98,4095,GELAP
327,2026-04-14 21:42:52.594305+00,24.5,98,4095,GELAP
328,2026-04-14 21:47:52.90288+00,24.5,98,4095,GELAP
329,2026-04-14 21:52:53.290244+00,24.5,98,4095,GELAP
330,2026-04-14 21:57:53.676198+00,24.3,98,4095,GELAP
331,2026-04-14 22:02:56.320268+00,24.1,98,4095,GELAP
332,2026-04-14 22:07:56.674572+00,24.4,98,4095,GELAP
333,2026-04-14 22:12:56.797042+00,24.1,98,4095,GELAP
334,2026-04-14 22:17:57.208579+00,24.1,98,4095,GELAP
335,2026-04-14 22:22:57.785725+00,24.1,98,4095,GELAP
336,2026-04-14 22:27:58.223978+00,24.1,98,4095,GELAP
337,2026-04-14 22:32:58.480831+00,24.1,98,4095,GELAP
338,2026-04-14 22:37:58.82281+00,24.3,98,4082,GELAP
339,2026-04-14 22:42:59.690514+00,24.5,98,3215,GELAP
340,2026-04-14 22:47:59.815328+00,24.6,98,2393,TERANG
341,2026-04-14 22:53:00.271515+00,24.6,98,1881,TERANG
342,2026-04-14 22:58:09.451094+00,24.8,98,1647,TERANG
343,2026-04-14 23:03:09.716152+00,24.8,98,1465,TERANG
344,2026-04-14 23:08:10.132393+00,25.1,98,1172,TERANG
345,2026-04-14 23:13:10.817376+00,25.3,97.7,983,TERANG
346,2026-04-14 23:24:42.165966+00,25.7,95.5,796,TERANG
347,2026-04-14 23:29:42.410338+00,25.8,94,722,TERANG
348,2026-04-14 23:34:42.680437+00,26,94,668,TERANG
349,2026-04-14 23:39:42.961262+00,26.2,93.1,601,TERANG
350,2026-04-14 23:44:43.244299+00,26.3,92.4,544,TERANG
351,2026-04-14 23:49:43.472623+00,26.7,90.4,497,TERANG
352,2026-04-14 23:54:44.004918+00,26.7,91.5,480,TERANG
353,2026-04-14 23:59:44.635469+00,26.7,91.9,444,TERANG
354,2026-04-15 00:04:44.995689+00,26.8,90.7,394,TERANG
355,2026-04-15 00:09:45.341151+00,27.1,90.2,418,TERANG
356,2026-04-15 00:14:45.619123+00,27.1,90.1,487,TERANG
357,2026-04-15 00:19:45.872699+00,27.1,90.4,485,TERANG
358,2026-04-15 00:24:46.181707+00,27.1,91.9,473,TERANG
359,2026-04-15 00:29:46.452316+00,27.1,90.1,473,TERANG
360,2026-04-15 00:34:47.024047+00,27.1,89.4,426,TERANG
361,2026-04-15 00:39:47.278167+00,27.2,89.1,355,TERANG
362,2026-04-15 00:44:47.592864+00,27.6,88.5,340,TERANG
363,2026-04-15 00:49:47.711582+00,27.6,88.6,335,TERANG
364,2026-04-15 00:54:48.126301+00,27.7,87.4,326,TERANG
365,2026-04-15 00:59:48.362245+00,27.6,87.2,342,TERANG
366,2026-04-15 01:04:48.757182+00,28,87.1,406,TERANG
367,2026-04-15 01:09:49.115364+00,27.6,88.3,442,TERANG
368,2026-04-15 01:19:54.574521+00,27.6,85.5,421,TERANG
369,2026-04-15 01:24:54.924908+00,27.6,86,404,TERANG
370,2026-04-15 01:29:55.291141+00,27.7,84.6,381,TERANG
371,2026-04-15 01:34:55.755986+00,28,83,359,TERANG
372,2026-04-15 01:39:56.102318+00,28,81.1,338,TERANG
373,2026-04-15 01:44:56.476842+00,28.2,80.6,326,TERANG
374,2026-04-15 01:49:56.676877+00,28.4,80,325,TERANG
375,2026-04-15 01:55:05.858893+00,28.5,80.5,303,TERANG
376,2026-04-15 02:15:19.553029+00,29.3,76,347,TERANG
377,2026-04-15 02:25:28.301681+00,29.5,74.8,339,TERANG
378,2026-04-15 02:30:28.702901+00,29.8,73.2,333,TERANG
379,2026-04-15 02:35:29.273014+00,30,72,349,TERANG
380,2026-04-15 02:40:29.567693+00,30,72.7,359,TERANG
381,2026-04-15 02:45:30.418155+00,30.2,71.7,339,TERANG
382,2026-04-15 02:50:30.832803+00,30.4,70.7,311,TERANG
383,2026-04-15 02:55:31.239128+00,30.4,70.4,329,TERANG
384,2026-04-15 03:00:31.975248+00,30.8,69.5,294,TERANG
385,2026-04-15 03:05:32.523767+00,30.8,69.2,296,TERANG
386,2026-04-15 03:10:33.374695+00,31,69.7,241,TERANG
387,2026-04-15 03:15:34.172958+00,31.5,69.6,223,TERANG
388,2026-04-15 03:20:34.814416+00,31.8,68.5,228,TERANG
389,2026-04-15 03:25:35.342049+00,31.8,67.5,226,TERANG
390,2026-04-15 03:30:35.651914+00,31.8,68.2,233,TERANG
391,2026-04-15 03:35:35.992283+00,31.2,67.4,230,TERANG
392,2026-04-15 03:40:36.286034+00,31.6,67.4,221,TERANG
393,2026-04-15 03:45:36.736221+00,31.3,67.1,243,TERANG
394,2026-04-15 03:50:36.951132+00,31.3,67.9,242,TERANG
395,2026-04-15 03:55:37.313757+00,31.4,67.1,268,TERANG
396,2026-04-15 04:00:37.559428+00,30.8,65.9,285,TERANG
397,2026-04-15 04:05:38.113892+00,31.1,66.8,254,TERANG
398,2026-04-15 04:10:38.41227+00,31.8,66.5,254,TERANG
399,2026-04-15 04:15:38.805367+00,31.8,65.4,258,TERANG
400,2026-04-15 04:20:39.013401+00,31.8,63.8,258,TERANG
401,2026-04-15 04:30:49.932024+00,32.3,64.7,242,TERANG
402,2026-04-15 04:35:50.186435+00,31.9,63.9,235,TERANG
403,2026-04-15 04:40:50.407157+00,32,64.9,224,TERANG
404,2026-04-15 04:45:50.689701+00,32.4,65.6,215,TERANG
405,2026-04-15 04:50:50.980318+00,32.4,65.5,204,TERANG
406,2026-04-15 04:55:51.326206+00,32.6,64.7,199,TERANG
407,2026-04-15 05:00:51.686337+00,32.8,64.6,182,TERANG
408,2026-04-15 05:05:51.838136+00,32.7,63.7,196,TERANG
409,2026-04-15 05:10:52.030612+00,32.9,64.6,182,TERANG
410,2026-04-15 05:15:52.309175+00,33.2,61,173,TERANG
411,2026-04-15 05:20:52.590578+00,33.3,61,167,TERANG
412,2026-04-15 05:25:52.977533+00,33.4,60.7,152,TERANG
413,2026-04-15 05:30:53.238815+00,33.7,60.3,134,TERANG
414,2026-04-15 05:35:53.691694+00,33.8,59.6,122,TERANG
415,2026-04-15 05:40:54.196997+00,33.6,60.4,111,TERANG
416,2026-04-15 05:45:54.44367+00,34.2,59.5,94,TERANG
417,2026-04-15 05:50:54.75409+00,34.7,58.9,83,TERANG
418,2026-04-15 06:01:09.292424+00,34.7,58.1,55,TERANG
419,2026-04-15 06:06:09.87491+00,34.8,57.4,44,TERANG
420,2026-04-15 06:11:10.147062+00,34.9,55.9,32,TERANG
421,2026-04-15 06:16:10.556278+00,35.1,55.2,28,TERANG
